id,place_id/id,other_id/id,relation,source
link_r8679720_r8679958,place_r8679720,place_r8679958,adjacent,osm
link_r19233111_r21283270,place_r19233111,place_r21283270,adjacent,osm
link_r19233111_r8321780,place_r19233111,place_r8321780,adjacent,osm
link_r19233111_r21283470,place_r19233111,place_r21283470,adjacent,osm
link_r14241169_r8688668,place_r14241169,place_r8688668,adjacent,osm
link_r14241169_r20190142,place_r14241169,place_r20190142,adjacent,osm
link_r14241169_r20189736,place_r14241169,place_r20189736,adjacent,osm
link_r14241169_r8676947,place_r14241169,place_r8676947,adjacent,osm
link_r20190141_r8672565,place_r20190141,place_r8672565,adjacent,osm
link_r20190141_r20190319,place_r20190141,place_r20190319,adjacent,osm
link_r20190141_r8688668,place_r20190141,place_r8688668,adjacent,osm
link_r20190141_r20190388,place_r20190141,place_r20190388,adjacent,osm
link_r20189736_r20190142,place_r20189736,place_r20190142,adjacent,osm
link_r20189736_r20190143,place_r20189736,place_r20190143,adjacent,osm
link_r20189736_r20190144,place_r20189736,place_r20190144,adjacent,osm
link_r20189736_r8676947,place_r20189736,place_r8676947,adjacent,osm
link_r20190144_r20190398,place_r20190144,place_r20190398,adjacent,osm
link_r20190144_r20190143,place_r20190144,place_r20190143,adjacent,osm
link_r20190142_r8688668,place_r20190142,place_r8688668,adjacent,osm
link_r20190142_r8670598,place_r20190142,place_r8670598,adjacent,osm
link_r20190142_r20190398,place_r20190142,place_r20190398,adjacent,osm
link_r20190142_r20190143,place_r20190142,place_r20190143,adjacent,osm
link_r20190143_r20190398,place_r20190143,place_r20190398,adjacent,osm
link_r17231357_r20190192,place_r17231357,place_r20190192,adjacent,osm
link_r17231357_r20190193,place_r17231357,place_r20190193,adjacent,osm
link_r12383794_r12383816,place_r12383794,place_r12383816,adjacent,osm
link_r20190193_r20190192,place_r20190193,place_r20190192,adjacent,osm
link_r20190200_r8695569,place_r20190200,place_r8695569,adjacent,osm
link_r20190200_r20192564,place_r20190200,place_r20192564,adjacent,osm
link_r8672565_r20190319,place_r8672565,place_r20190319,adjacent,osm
link_r8672565_r8672480,place_r8672565,place_r8672480,adjacent,osm
link_r20190319_r8672480,place_r20190319,place_r8672480,adjacent,osm
link_r20190319_r20190388,place_r20190319,place_r20190388,adjacent,osm
link_r8672480_r20190388,place_r8672480,place_r20190388,adjacent,osm
link_r8672480_r20190328,place_r8672480,place_r20190328,adjacent,osm
link_r8672480_r20190387,place_r8672480,place_r20190387,adjacent,osm
link_r8688668_r20190388,place_r8688668,place_r20190388,adjacent,osm
link_r20190387_r20190388,place_r20190387,place_r20190388,adjacent,osm
link_r20190387_r20190328,place_r20190387,place_r20190328,adjacent,osm
link_r20190387_r20190391,place_r20190387,place_r20190391,adjacent,osm
link_r20190387_r20190398,place_r20190387,place_r20190398,adjacent,osm
link_r20190388_r8670610,place_r20190388,place_r8670610,adjacent,osm
link_r20190388_r20190328,place_r20190388,place_r20190328,adjacent,osm
link_r20190388_r20190398,place_r20190388,place_r20190398,adjacent,osm
link_r12967091_r12967094,place_r12967091,place_r12967094,adjacent,osm
link_r12967091_r12967090,place_r12967091,place_r12967090,adjacent,osm
link_r12967091_r12967092,place_r12967091,place_r12967092,adjacent,osm
link_r12967090_r12967094,place_r12967090,place_r12967094,adjacent,osm
link_r20190328_r20190391,place_r20190328,place_r20190391,adjacent,osm
link_r20190391_r20190398,place_r20190391,place_r20190398,adjacent,osm
link_r20190393_r16720410,place_r20190393,place_r16720410,adjacent,osm
link_r8670610_r8670598,place_r8670610,place_r8670598,adjacent,osm
link_r8670610_r20190398,place_r8670610,place_r20190398,adjacent,osm
link_r20190398_r8670598,place_r20190398,place_r8670598,adjacent,osm
link_r8695569_r20190417,place_r8695569,place_r20190417,adjacent,osm
link_r8695569_r20190424,place_r8695569,place_r20190424,adjacent,osm
link_r8695569_r20192564,place_r8695569,place_r20192564,adjacent,osm
link_r8695303_r20190430,place_r8695303,place_r20190430,adjacent,osm
link_r8695303_r20190417,place_r8695303,place_r20190417,adjacent,osm
link_r20190417_r20190430,place_r20190417,place_r20190430,adjacent,osm
link_r20190417_r8691510,place_r20190417,place_r8691510,adjacent,osm
link_r20190417_r20190424,place_r20190417,place_r20190424,adjacent,osm
link_r20190430_r8691510,place_r20190430,place_r8691510,adjacent,osm
link_r20190424_r8691510,place_r20190424,place_r8691510,adjacent,osm
link_r12967095_r12967096,place_r12967095,place_r12967096,adjacent,osm
link_r12967095_r12967094,place_r12967095,place_r12967094,adjacent,osm
link_r12967094_r12967092,place_r12967094,place_r12967092,adjacent,osm
link_r20190677_r20192692,place_r20190677,place_r20192692,adjacent,osm
link_r20190677_w1475512645,place_r20190677,place_w1475512645,adjacent,osm
link_w1475316313_r20192692,place_w1475316313,place_r20192692,adjacent,osm
link_w1475316313_w1475512645,place_w1475316313,place_w1475512645,adjacent,osm
link_r8691510_r8690563,place_r8691510,place_r8690563,adjacent,osm
link_r8691587_r20192487,place_r8691587,place_r20192487,adjacent,osm
link_r12967516_r8691849,place_r12967516,place_r8691849,adjacent,osm
link_r12967516_r20192540,place_r12967516,place_r20192540,adjacent,osm
link_r12967519_r8200747,place_r12967519,place_r8200747,adjacent,osm
link_r8691803_r8691849,place_r8691803,place_r8691849,adjacent,osm
link_r8691803_r20192541,place_r8691803,place_r20192541,adjacent,osm
link_r8691803_r8691681,place_r8691803,place_r8691681,adjacent,osm
link_r8691849_r20192541,place_r8691849,place_r20192541,adjacent,osm
link_r8691849_r20192540,place_r8691849,place_r20192540,adjacent,osm
link_r20192540_r20192541,place_r20192540,place_r20192541,adjacent,osm
link_r8677010_r20192564,place_r8677010,place_r20192564,adjacent,osm
link_r8727985_r20192564,place_r8727985,place_r20192564,adjacent,osm
link_w1475502071_w1475502072,place_w1475502071,place_w1475502072,adjacent,osm
link_r8691681_r20192487,place_r8691681,place_r20192487,adjacent,osm
link_r8691681_r20192575,place_r8691681,place_r20192575,adjacent,osm
link_r20192487_r20192575,place_r20192487,place_r20192575,adjacent,osm
link_r8684297_r20192632,place_r8684297,place_r20192632,adjacent,osm
link_r20192632_r20192684,place_r20192632,place_r20192684,adjacent,osm
link_r20192632_r8694821,place_r20192632,place_r8694821,adjacent,osm
link_r8694821_r20192698,place_r8694821,place_r20192698,adjacent,osm
link_r8694821_r8694748,place_r8694821,place_r8694748,adjacent,osm
link_r8694821_r20192684,place_r8694821,place_r20192684,adjacent,osm
link_r8694821_r8694723,place_r8694821,place_r8694723,adjacent,osm
link_r20192685_r20192701,place_r20192685,place_r20192701,adjacent,osm
link_r20192685_r20192697,place_r20192685,place_r20192697,adjacent,osm
link_r20192685_r20192684,place_r20192685,place_r20192684,adjacent,osm
link_r20192684_r20192701,place_r20192684,place_r20192701,adjacent,osm
link_r20192684_r20192697,place_r20192684,place_r20192697,adjacent,osm
link_r20192684_r20192698,place_r20192684,place_r20192698,adjacent,osm
link_r20192697_r20192701,place_r20192697,place_r20192701,adjacent,osm
link_r20192697_r20192698,place_r20192697,place_r20192698,adjacent,osm
link_r8694748_r17193717,place_r8694748,place_r17193717,adjacent,osm
link_r8694748_r20192698,place_r8694748,place_r20192698,adjacent,osm
link_r8694748_r8694723,place_r8694748,place_r8694723,adjacent,osm
link_r20192698_r17193717,place_r20192698,place_r17193717,adjacent,osm
link_r20192714_r20192733,place_r20192714,place_r20192733,adjacent,osm
link_r20192714_r17193717,place_r20192714,place_r17193717,adjacent,osm
link_r12967215_r12967098,place_r12967215,place_r12967098,adjacent,osm
link_r12967215_r12967099,place_r12967215,place_r12967099,adjacent,osm
link_r6557917_r8200747,place_r6557917,place_r8200747,adjacent,osm
link_r17193717_r20192733,place_r17193717,place_r20192733,adjacent,osm
link_r20192733_r20192749,place_r20192733,place_r20192749,adjacent,osm
link_r12967098_r12967099,place_r12967098,place_r12967099,adjacent,osm
link_r8694723_r20192760,place_r8694723,place_r20192760,adjacent,osm
link_r8676947_r8727978,place_r8676947,place_r8727978,adjacent,osm
link_r8676947_r8687947,place_r8676947,place_r8687947,adjacent,osm
link_r8727978_r8687947,place_r8727978,place_r8687947,adjacent,osm
link_r8677166_r20192934,place_r8677166,place_r20192934,adjacent,osm
link_r8677166_r8681930,place_r8677166,place_r8681930,adjacent,osm
link_r8677166_r20192894,place_r8677166,place_r20192894,adjacent,osm
link_r20192895_r8681930,place_r20192895,place_r8681930,adjacent,osm
link_r20192895_r20192894,place_r20192895,place_r20192894,adjacent,osm
link_r8681930_r20192934,place_r8681930,place_r20192934,adjacent,osm
link_r8681930_r20192894,place_r8681930,place_r20192894,adjacent,osm
link_r8672436_r20193155,place_r8672436,place_r20193155,adjacent,osm
link_r8672436_r20193156,place_r8672436,place_r20193156,adjacent,osm
link_r8672436_r8677499,place_r8672436,place_r8677499,adjacent,osm
link_r8677499_r20193156,place_r8677499,place_r20193156,adjacent,osm
link_r8677499_r8855361,place_r8677499,place_r8855361,adjacent,osm
link_r8855361_r20193156,place_r8855361,place_r20193156,adjacent,osm
link_r8855363_r20193155,place_r8855363,place_r20193155,adjacent,osm
link_r8855363_r20193156,place_r8855363,place_r20193156,adjacent,osm
link_r20193156_r20193155,place_r20193156,place_r20193155,adjacent,osm
link_r8673285_r8688085,place_r8673285,place_r8688085,adjacent,osm
link_r8673285_r8673036,place_r8673285,place_r8673036,adjacent,osm
link_r8673036_r8688085,place_r8673036,place_r8688085,adjacent,osm
link_r8673036_r8688989,place_r8673036,place_r8688989,adjacent,osm
link_r8688989_r8688085,place_r8688989,place_r8688085,adjacent,osm
link_r8689240_r8688085,place_r8689240,place_r8688085,adjacent,osm
link_r20193238_r8825564,place_r20193238,place_r8825564,adjacent,osm
link_r20193238_r8670394,place_r20193238,place_r8670394,adjacent,osm
link_r14037174_r14037172,place_r14037174,place_r14037172,adjacent,osm
link_r8670047_r20193262,place_r8670047,place_r20193262,adjacent,osm
link_r14037171_r14037172,place_r14037171,place_r14037172,adjacent,osm
link_r8670394_r20193262,place_r8670394,place_r20193262,adjacent,osm
link_r8825564_r20193262,place_r8825564,place_r20193262,adjacent,osm
link_r8681789_r8681808,place_r8681789,place_r8681808,adjacent,osm
link_r8681789_r8670235,place_r8681789,place_r8670235,adjacent,osm
link_r8681947_r8681808,place_r8681947,place_r8681808,adjacent,osm
link_r8681947_r8681826,place_r8681947,place_r8681826,adjacent,osm
link_r8681826_r8681808,place_r8681826,place_r8681808,adjacent,osm
link_r8681826_r8670235,place_r8681826,place_r8670235,adjacent,osm
link_r8670235_r8681808,place_r8670235,place_r8681808,adjacent,osm
link_r8688338_r20193470,place_r8688338,place_r20193470,adjacent,osm
link_r20193518_r8688367,place_r20193518,place_r8688367,adjacent,osm
link_r20193518_r20193519,place_r20193518,place_r20193519,adjacent,osm
link_r20193518_r20193520,place_r20193518,place_r20193520,adjacent,osm
link_r20193518_r20193531,place_r20193518,place_r20193531,adjacent,osm
link_r8688178_r8688367,place_r8688178,place_r8688367,adjacent,osm
link_r8688178_r20193519,place_r8688178,place_r20193519,adjacent,osm
link_r8688178_r20193520,place_r8688178,place_r20193520,adjacent,osm
link_r20193519_r8688367,place_r20193519,place_r8688367,adjacent,osm
link_r20193519_r20193520,place_r20193519,place_r20193520,adjacent,osm
link_r20193520_r20193531,place_r20193520,place_r20193531,adjacent,osm
link_r20193520_r20193521,place_r20193520,place_r20193521,adjacent,osm
link_r20193520_r8688416,place_r20193520,place_r8688416,adjacent,osm
link_r8688416_r20193521,place_r8688416,place_r20193521,adjacent,osm
link_r8688416_r20193545,place_r8688416,place_r20193545,adjacent,osm
link_r20193521_r20193531,place_r20193521,place_r20193531,adjacent,osm
link_r20193521_r20193545,place_r20193521,place_r20193545,adjacent,osm
link_r20193531_r8688367,place_r20193531,place_r8688367,adjacent,osm
link_r20193531_r20193545,place_r20193531,place_r20193545,adjacent,osm
link_r8688308_r20193533,place_r8688308,place_r20193533,adjacent,osm
link_r8688308_r8688315,place_r8688308,place_r8688315,adjacent,osm
link_r8688315_r20193533,place_r8688315,place_r20193533,adjacent,osm
link_r8672122_r20193847,place_r8672122,place_r20193847,adjacent,osm
link_r20193847_r8670421,place_r20193847,place_r8670421,adjacent,osm
link_r20193847_r8672077,place_r20193847,place_r8672077,adjacent,osm
link_r20193847_r20193986,place_r20193847,place_r20193986,adjacent,osm
link_r20193847_r8677728,place_r20193847,place_r8677728,adjacent,osm
link_r20193847_r20193874,place_r20193847,place_r20193874,adjacent,osm
link_r8669791_r20193874,place_r8669791,place_r20193874,adjacent,osm
link_r8677470_r20193874,place_r8677470,place_r20193874,adjacent,osm
link_r8677470_r20193922,place_r8677470,place_r20193922,adjacent,osm
link_r8677470_r8672189,place_r8677470,place_r8672189,adjacent,osm
link_r20193874_r8677728,place_r20193874,place_r8677728,adjacent,osm
link_r20193874_r20193922,place_r20193874,place_r20193922,adjacent,osm
link_r20193922_r8672189,place_r20193922,place_r8672189,adjacent,osm
link_r20193922_r14124957,place_r20193922,place_r14124957,adjacent,osm
link_r8677294_r20193911,place_r8677294,place_r20193911,adjacent,osm
link_r8677294_r20194094,place_r8677294,place_r20194094,adjacent,osm
link_r14124957_r8672189,place_r14124957,place_r8672189,adjacent,osm
link_r14124957_r20193911,place_r14124957,place_r20193911,adjacent,osm
link_r8670421_r20193944,place_r8670421,place_r20193944,adjacent,osm
link_r8670421_r8672077,place_r8670421,place_r8672077,adjacent,osm
link_r8670421_r20193986,place_r8670421,place_r20193986,adjacent,osm
link_r8672077_r20193944,place_r8672077,place_r20193944,adjacent,osm
link_r8677728_r20193986,place_r8677728,place_r20193986,adjacent,osm
link_r8677728_r20193959,place_r8677728,place_r20193959,adjacent,osm
link_r20193959_r20193986,place_r20193959,place_r20193986,adjacent,osm
link_r8672189_r20194011,place_r8672189,place_r20194011,adjacent,osm
link_r8672189_r20193911,place_r8672189,place_r20193911,adjacent,osm
link_r20193911_r20194011,place_r20193911,place_r20194011,adjacent,osm
link_r20193911_r20194083,place_r20193911,place_r20194083,adjacent,osm
link_r20193911_r20194094,place_r20193911,place_r20194094,adjacent,osm
link_r20194011_r20194083,place_r20194011,place_r20194083,adjacent,osm
link_r20194094_r20194119,place_r20194094,place_r20194119,adjacent,osm
link_r8677338_r20194149,place_r8677338,place_r20194149,adjacent,osm
link_r8677338_r20194127,place_r8677338,place_r20194127,adjacent,osm
link_r20194149_r20194127,place_r20194149,place_r20194127,adjacent,osm
link_r8678146_r20194327,place_r8678146,place_r20194327,adjacent,osm
link_r8682730_r8677090,place_r8682730,place_r8677090,adjacent,osm
link_r8682730_r20194327,place_r8682730,place_r20194327,adjacent,osm
link_r8674358_r20194327,place_r8674358,place_r20194327,adjacent,osm
link_r8677090_r20194340,place_r8677090,place_r20194340,adjacent,osm
link_r8689121_r8688631,place_r8689121,place_r8688631,adjacent,osm
link_r8688631_r18008547,place_r8688631,place_r18008547,adjacent,osm
link_r8688631_r8678478,place_r8688631,place_r8678478,adjacent,osm
link_r8682639_r8682600,place_r8682639,place_r8682600,adjacent,osm
link_r8682600_r8681832,place_r8682600,place_r8681832,adjacent,osm
link_r8696257_r20197276,place_r8696257,place_r20197276,adjacent,osm
link_r8696257_r20197435,place_r8696257,place_r20197435,adjacent,osm
link_r8696257_r20197238,place_r8696257,place_r20197238,adjacent,osm
link_r20197238_r8696263,place_r20197238,place_r8696263,adjacent,osm
link_r20197238_r20197276,place_r20197238,place_r20197276,adjacent,osm
link_r20197276_r8682588,place_r20197276,place_r8682588,adjacent,osm
link_r20197276_r20197435,place_r20197276,place_r20197435,adjacent,osm
link_r20197435_r8682588,place_r20197435,place_r8682588,adjacent,osm
link_r14924007_r20197468,place_r14924007,place_r20197468,adjacent,osm
link_r20197468_r20197568,place_r20197468,place_r20197568,adjacent,osm
link_r8682590_r20197586,place_r8682590,place_r20197586,adjacent,osm
link_r8682590_r8682591,place_r8682590,place_r8682591,adjacent,osm
link_r8682591_r20197586,place_r8682591,place_r20197586,adjacent,osm
link_r20197615_r20197619,place_r20197615,place_r20197619,adjacent,osm
link_r8682918_r8682919,place_r8682918,place_r8682919,adjacent,osm
link_r8682918_r20199643,place_r8682918,place_r20199643,adjacent,osm
link_r8682919_r8682921,place_r8682919,place_r8682921,adjacent,osm
link_r8682919_r13601462,place_r8682919,place_r13601462,adjacent,osm
link_r8682919_r13601463,place_r8682919,place_r13601463,adjacent,osm
link_r8682919_r20199643,place_r8682919,place_r20199643,adjacent,osm
link_r8682919_r20199679,place_r8682919,place_r20199679,adjacent,osm
link_r13601463_r13601462,place_r13601463,place_r13601462,adjacent,osm
link_r13601463_r20199643,place_r13601463,place_r20199643,adjacent,osm
link_r13601463_r20199679,place_r13601463,place_r20199679,adjacent,osm
link_r13601462_r20199643,place_r13601462,place_r20199643,adjacent,osm
link_r20199643_r20199679,place_r20199643,place_r20199679,adjacent,osm
link_r8682921_r8682923,place_r8682921,place_r8682923,adjacent,osm
link_r8682921_r20199652,place_r8682921,place_r20199652,adjacent,osm
link_r8682921_r20199689,place_r8682921,place_r20199689,adjacent,osm
link_r8682921_r20199679,place_r8682921,place_r20199679,adjacent,osm
link_r20199679_r20199689,place_r20199679,place_r20199689,adjacent,osm
link_r20199652_r8682923,place_r20199652,place_r8682923,adjacent,osm
link_r20199652_r20199689,place_r20199652,place_r20199689,adjacent,osm
link_r20199652_r20199729,place_r20199652,place_r20199729,adjacent,osm
link_r20199689_r20199729,place_r20199689,place_r20199729,adjacent,osm
link_r20199729_r8682923,place_r20199729,place_r8682923,adjacent,osm
link_r20199729_r20199752,place_r20199729,place_r20199752,adjacent,osm
link_r20199752_r8682923,place_r20199752,place_r8682923,adjacent,osm
link_r16662491_r20199855,place_r16662491,place_r20199855,adjacent,osm
link_r16662491_r20199870,place_r16662491,place_r20199870,adjacent,osm
link_r20199870_r20199855,place_r20199870,place_r20199855,adjacent,osm
link_r20199855_r8682923,place_r20199855,place_r8682923,adjacent,osm
link_r20199855_r20199886,place_r20199855,place_r20199886,adjacent,osm
link_r20199886_r20199903,place_r20199886,place_r20199903,adjacent,osm
link_r20199886_r8682923,place_r20199886,place_r8682923,adjacent,osm
link_r8682923_r8682924,place_r8682923,place_r8682924,adjacent,osm
link_r8682923_r20200211,place_r8682923,place_r20200211,adjacent,osm
link_r8682923_r20199920,place_r8682923,place_r20199920,adjacent,osm
link_r8682923_r20199903,place_r8682923,place_r20199903,adjacent,osm
link_r20199903_r20200363,place_r20199903,place_r20200363,adjacent,osm
link_r20199903_r20199920,place_r20199903,place_r20199920,adjacent,osm
link_r20199920_r20200211,place_r20199920,place_r20200211,adjacent,osm
link_r20199920_r20200363,place_r20199920,place_r20200363,adjacent,osm
link_r8682924_r8681924,place_r8682924,place_r8681924,adjacent,osm
link_r8682924_r20200294,place_r8682924,place_r20200294,adjacent,osm
link_r8682924_r20200295,place_r8682924,place_r20200295,adjacent,osm
link_r8682924_r20200211,place_r8682924,place_r20200211,adjacent,osm
link_r8681924_r8696247,place_r8681924,place_r8696247,adjacent,osm
link_r8681924_r8696250,place_r8681924,place_r8696250,adjacent,osm
link_r8681924_r20200294,place_r8681924,place_r20200294,adjacent,osm
link_r8696250_r8696247,place_r8696250,place_r8696247,adjacent,osm
link_r8696250_r20200456,place_r8696250,place_r20200456,adjacent,osm
link_r8696250_r8696253,place_r8696250,place_r8696253,adjacent,osm
link_r8696250_r20200294,place_r8696250,place_r20200294,adjacent,osm
link_r20200211_r20200295,place_r20200211,place_r20200295,adjacent,osm
link_r20200211_r20200363,place_r20200211,place_r20200363,adjacent,osm
link_r20200294_r8696253,place_r20200294,place_r8696253,adjacent,osm
link_r20200294_r20200295,place_r20200294,place_r20200295,adjacent,osm
link_r20200294_r20200363,place_r20200294,place_r20200363,adjacent,osm
link_r20200295_r20200363,place_r20200295,place_r20200363,adjacent,osm
link_r20200363_r8696253,place_r20200363,place_r8696253,adjacent,osm
link_r8696253_r8696247,place_r8696253,place_r8696247,adjacent,osm
link_r8696253_r20200456,place_r8696253,place_r20200456,adjacent,osm
link_r8696247_r8696263,place_r8696247,place_r8696263,adjacent,osm
link_r8696247_r20201285,place_r8696247,place_r20201285,adjacent,osm
link_r8696247_r20200456,place_r8696247,place_r20200456,adjacent,osm
link_r8696263_r20201285,place_r8696263,place_r20201285,adjacent,osm
link_r20200456_r20201285,place_r20200456,place_r20201285,adjacent,osm
link_r8691491_r8688629,place_r8691491,place_r8688629,adjacent,osm
link_r8691491_r20216238,place_r8691491,place_r20216238,adjacent,osm
link_r8691491_r20216388,place_r8691491,place_r20216388,adjacent,osm
link_r8691491_r20216356,place_r8691491,place_r20216356,adjacent,osm
link_r20193558_r20216238,place_r20193558,place_r20216238,adjacent,osm
link_r20193557_r20216238,place_r20193557,place_r20216238,adjacent,osm
link_r20193545_r20216217,place_r20193545,place_r20216217,adjacent,osm
link_r20193545_r8688599,place_r20193545,place_r8688599,adjacent,osm
link_r8688599_r20216217,place_r8688599,place_r20216217,adjacent,osm
link_r8688599_r20216239,place_r8688599,place_r20216239,adjacent,osm
link_r8688599_r8688629,place_r8688599,place_r8688629,adjacent,osm
link_r20216217_r20193554,place_r20216217,place_r20193554,adjacent,osm
link_r20216217_r20216239,place_r20216217,place_r20216239,adjacent,osm
link_r20193554_r20216239,place_r20193554,place_r20216239,adjacent,osm
link_r20193554_r20216238,place_r20193554,place_r20216238,adjacent,osm
link_r8688629_r20216239,place_r8688629,place_r20216239,adjacent,osm
link_r8688629_r20216238,place_r8688629,place_r20216238,adjacent,osm
link_r20216239_r20216238,place_r20216239,place_r20216238,adjacent,osm
link_r20216321_r20216329,place_r20216321,place_r20216329,adjacent,osm
link_r20216321_r15924666,place_r20216321,place_r15924666,adjacent,osm
link_r15924666_r20216329,place_r15924666,place_r20216329,adjacent,osm
link_r8688413_r20216356,place_r8688413,place_r20216356,adjacent,osm
link_r8688413_r8688364,place_r8688413,place_r8688364,adjacent,osm
link_r8688413_r20216351,place_r8688413,place_r20216351,adjacent,osm
link_r8688364_r20216351,place_r8688364,place_r20216351,adjacent,osm
link_r20216351_r20216356,place_r20216351,place_r20216356,adjacent,osm
link_r20193560_r20216388,place_r20193560,place_r20216388,adjacent,osm
link_r20216356_r20216388,place_r20216356,place_r20216388,adjacent,osm
link_r8682063_r20216457,place_r8682063,place_r20216457,adjacent,osm
link_r20216457_r20216465,place_r20216457,place_r20216465,adjacent,osm
link_r11248722_r8833664,place_r11248722,place_r8833664,adjacent,osm
link_r11248722_r8833661,place_r11248722,place_r8833661,adjacent,osm
link_r11248722_r8833660,place_r11248722,place_r8833660,adjacent,osm
link_r8833664_r8833661,place_r8833664,place_r8833661,adjacent,osm
link_r8833660_r8833661,place_r8833660,place_r8833661,adjacent,osm
link_r8678478_r18008547,place_r8678478,place_r18008547,adjacent,osm
link_r8321605_r21288720,place_r8321605,place_r21288720,adjacent,osm
link_r8321605_r21288641,place_r8321605,place_r21288641,adjacent,osm
link_r8321605_r8321747,place_r8321605,place_r8321747,adjacent,osm
link_r8321747_r21288641,place_r8321747,place_r21288641,adjacent,osm
link_r8321747_r21292006,place_r8321747,place_r21292006,adjacent,osm
link_r8321877_r8321873,place_r8321877,place_r8321873,adjacent,osm
link_r8321877_r16352065,place_r8321877,place_r16352065,adjacent,osm
link_r8321877_r21102752,place_r8321877,place_r21102752,adjacent,osm
link_r21102752_r8321873,place_r21102752,place_r8321873,adjacent,osm
link_r21102752_r16352065,place_r21102752,place_r16352065,adjacent,osm
link_r8321873_r21291873,place_r8321873,place_r21291873,adjacent,osm
link_r8321873_r16352065,place_r8321873,place_r16352065,adjacent,osm
link_r8321873_r21291872,place_r8321873,place_r21291872,adjacent,osm
link_r9167409_r21148512,place_r9167409,place_r21148512,adjacent,osm
link_r9167409_r8321556,place_r9167409,place_r8321556,adjacent,osm
link_r9167409_r21148348,place_r9167409,place_r21148348,adjacent,osm
link_r21148348_r21148512,place_r21148348,place_r21148512,adjacent,osm
link_r21148348_r8321556,place_r21148348,place_r8321556,adjacent,osm
link_r8321556_r21148512,place_r8321556,place_r21148512,adjacent,osm
link_r16717892_r21151429,place_r16717892,place_r21151429,adjacent,osm
link_r16717892_r13406525,place_r16717892,place_r13406525,adjacent,osm
link_r12382668_r12383901,place_r12382668,place_r12383901,adjacent,osm
link_r21151429_r13406525,place_r21151429,place_r13406525,adjacent,osm
link_r21175182_r16399443,place_r21175182,place_r16399443,adjacent,osm
link_r21276046_r21273565,place_r21276046,place_r21273565,adjacent,osm
link_r21276046_r21273592,place_r21276046,place_r21273592,adjacent,osm
link_r21276046_r16078143,place_r21276046,place_r16078143,adjacent,osm
link_r21276046_r11717461,place_r21276046,place_r11717461,adjacent,osm
link_r21276046_r8321861,place_r21276046,place_r8321861,adjacent,osm
link_r16078143_r21273565,place_r16078143,place_r21273565,adjacent,osm
link_r16078143_r21273592,place_r16078143,place_r21273592,adjacent,osm
link_r16078143_r11717461,place_r16078143,place_r11717461,adjacent,osm
link_r16078143_r8321861,place_r16078143,place_r8321861,adjacent,osm
link_r21273592_r21273565,place_r21273592,place_r21273565,adjacent,osm
link_r21273592_r21273593,place_r21273592,place_r21273593,adjacent,osm
link_r21273592_r11717461,place_r21273592,place_r11717461,adjacent,osm
link_r21273592_r8321861,place_r21273592,place_r8321861,adjacent,osm
link_r21273565_r21291872,place_r21273565,place_r21291872,adjacent,osm
link_r21273565_r21273593,place_r21273565,place_r21273593,adjacent,osm
link_r21273565_r11717461,place_r21273565,place_r11717461,adjacent,osm
link_r21273565_r8321861,place_r21273565,place_r8321861,adjacent,osm
link_r11717461_r21273593,place_r11717461,place_r21273593,adjacent,osm
link_r11717461_r8321861,place_r11717461,place_r8321861,adjacent,osm
link_r11717461_r8321860,place_r11717461,place_r8321860,adjacent,osm
link_r8321860_r21273593,place_r8321860,place_r21273593,adjacent,osm
link_r8321860_r8321861,place_r8321860,place_r8321861,adjacent,osm
link_r21273593_r8321861,place_r21273593,place_r8321861,adjacent,osm
link_r9167433_r21280075,place_r9167433,place_r21280075,adjacent,osm
link_r9167433_r21280076,place_r9167433,place_r21280076,adjacent,osm
link_r9167433_r8321681,place_r9167433,place_r8321681,adjacent,osm
link_r21280076_r21280075,place_r21280076,place_r21280075,adjacent,osm
link_r21280076_r8321681,place_r21280076,place_r8321681,adjacent,osm
link_r21280076_r21285791,place_r21280076,place_r21285791,adjacent,osm
link_r21280076_r8321834,place_r21280076,place_r8321834,adjacent,osm
link_r21280076_r21285780,place_r21280076,place_r21285780,adjacent,osm
link_r8321681_r21280075,place_r8321681,place_r21280075,adjacent,osm
link_r8321681_r21285791,place_r8321681,place_r21285791,adjacent,osm
link_r8321681_r8321834,place_r8321681,place_r8321834,adjacent,osm
link_r8321681_r21285780,place_r8321681,place_r21285780,adjacent,osm
link_r21280075_r21285791,place_r21280075,place_r21285791,adjacent,osm
link_r21280075_r8321834,place_r21280075,place_r8321834,adjacent,osm
link_r8321780_r21283270,place_r8321780,place_r21283270,adjacent,osm
link_r8321780_r21283470,place_r8321780,place_r21283470,adjacent,osm
link_r21283470_r21283270,place_r21283470,place_r21283270,adjacent,osm
link_r8321843_r21285791,place_r8321843,place_r21285791,adjacent,osm
link_r8321843_r21285779,place_r8321843,place_r21285779,adjacent,osm
link_r8321843_r8321834,place_r8321843,place_r8321834,adjacent,osm
link_r8321843_r8321826,place_r8321843,place_r8321826,adjacent,osm
link_r8321843_r21285780,place_r8321843,place_r21285780,adjacent,osm
link_r21285779_r21285791,place_r21285779,place_r21285791,adjacent,osm
link_r21285779_r8321834,place_r21285779,place_r8321834,adjacent,osm
link_r21285779_r21285780,place_r21285779,place_r21285780,adjacent,osm
link_r21285791_r8321834,place_r21285791,place_r8321834,adjacent,osm
link_r21285791_r8321826,place_r21285791,place_r8321826,adjacent,osm
